time,x,y,z,yaw,linear_velocity,angular_velocity
22.784296937,-2.1042591659638665,-3.6139606582758637,0.0,-2.918778810401291,0.49373999999999996,-0.04729729729729748
22.796383356,-2.1100905799629524,-3.6152819158058938,0.0,-2.919464388824862,0.49499999999999994,-0.05675675675675698
22.820326762,-2.12180978018933,-3.617928757870263,0.0,-2.92076126990777,0.50076,-0.054054054054053856
22.844296731,-2.1334743004847514,-3.62054735567798,0.0,-2.92166719220465,0.49932,-0.03783783783783774
22.856271377,-2.1393353806122355,-3.6218575483101074,0.0,-2.922139745560925,0.49806,-0.03918918918918931
22.880865886,-2.150991208819414,-3.6244573230029706,0.0,-2.9233386214650197,0.49806,-0.049999999999999885
22.9043859,-2.1627190152135918,-3.627058396346354,0.0,-2.924960673271086,0.5004,-0.06756756756756756
22.91634315,-2.1685642803607483,-3.628344855208596,0.0,-2.9257688317074284,0.5004,-0.06756756756756756
22.940424475,-2.1802704161715645,-3.6309112905918264,0.0,-2.926677631781003,0.49895999999999996,-0.03783783783783774
22.964462466,-2.1919375669722694,-3.633458068420202,0.0,-2.92752219608998,0.49679999999999996,-0.0351351351351351
22.976326954,-2.197764809390434,-3.634724919897099,0.0,-2.9279750715366064,0.49823999999999996,-0.037837837837837986
23.000408799,-2.2095599084183344,-3.6372835989647476,0.0,-2.9293381363283246,0.50256,-0.05675675675675674
23.024367987,-2.221354501689278,-3.6398253399574974,0.0,-2.931025170729056,0.50256,-0.07027027027027044
23.036363779,-2.227217547483379,-3.641078482621428,0.0,-2.9315279968011354,0.49949999999999994,-0.041891891891891714
23.060886412,-2.238971027455259,-3.643584442549808,0.0,-2.933180189226205,0.5013,-0.06891891891891888
23.084417052,-2.2507662569014473,-3.646078937157298,0.0,-2.9344806401440295,0.50112,-0.054054054054053856
23.096430396,-2.256623597857817,-3.64730971154899,0.0,-2.9351116948160567,0.49985999999999997,-0.052702702702702775
23.120333749,-2.268273679347664,-3.6497500107375456,0.0,-2.936409606898208,0.49571999999999994,-0.05405405405405409
23.144502002,-2.2798769156381917,-3.652164780946532,0.0,-2.937480065400577,0.49373999999999996,-0.0445945945945946
23.156619775,-2.2856715715142317,-3.6533642469685534,0.0,-2.93790070150031,0.49428,-0.0351351351351351
23.18035422,-2.297352872638633,-3.65577709670898,0.0,-2.939132726285932,0.49715999999999994,-0.05135135135135145
23.204271428,-2.309200684387166,-3.658209124601524,0.0,-2.939683435185556,0.50454,-0.02297297297297296
23.216598735,-2.3152300475530505,-3.6594433260665142,0.0,-2.9397494410469975,0.504,-0.0054054054054052895
23.236322134,-2.3248538103339595,-3.661412633830332,0.0,-2.9386790833892307,0.49608,0.05405405405405409
23.254449418,-2.333637638851703,-3.6632198637654447,0.0,-2.938972442630201,0.49571999999999994,-0.01621621621621611
23.274595636,-2.34329612357513,-3.6652040967861357,0.0,-2.939513169523862,0.49283999999999994,-0.027027027027026928
23.294690811,-2.3529718869501184,-3.6671864273657704,0.0,-2.940053619336466,0.4939199999999999,-0.027027027027027167
23.320365595,-2.3656154931829447,-3.669769678109857,0.0,-2.942049400319958,0.49806,-0.07702702702702681
23.344566661,-2.377341154598156,-3.6721410121387494,0.0,-2.9434471356836824,0.49733999999999995,-0.05810810810810806
23.356423232,-2.3832069733594348,-3.6733187516609482,0.0,-2.944275614471066,0.4976999999999999,-0.06891891891891888
23.374484473,-2.3918941997925955,-3.6750554875462536,0.0,-2.944421683224489,0.49176,-0.008108108108107933
23.40041999,-2.4045307076885676,-3.6775798377101028,0.0,-2.9452275837724486,0.49698,-0.031081081081081135
23.424488398,-2.4161497997994674,-3.679891206400789,0.0,-2.945811858786142,0.4931999999999999,-0.02432432432432428
23.436323042,-2.421878211551505,-3.6810272718080284,0.0,-2.9455692711037913,0.48797999999999997,0.020270270270270316
